variable1,variable2,mean_variable1,mean_variable2,welchs_stats,welchs_pvalue,mannwhit_stats,mannwhit_pvalue
all_zenodo_downloads,datasets_withDP_downloads,0.03248393726228581,0.207575903305984,3.7179829896719476,0.0008528971449828475,129309.5,6.453987829510784e-12
all_zenodo_downloads,datasets_withDP_downloads,0.033738985297377906,0.207575903305984,3.6893175531728173,0.0009185633557960779,129282.5,6.562124903927767e-12
all_zenodo_downloads,datasets_withDP_downloads,0.03241580561254536,0.207575903305984,3.717919077280952,0.0008514851299720357,129963.5,3.582492367792044e-12
all_zenodo_downloads,datasets_withDP_downloads,0.04411977212704013,0.207575903305984,3.4420181501964033,0.0017186816502404037,129902.0,3.71096437757946e-12
all_zenodo_downloads,datasets_withDP_downloads,0.03435983615000188,0.207575903305984,3.6719693514532628,0.0009573731468821064,129826.0,3.998203312699973e-12
all_zenodo_downloads,datasets_withDP_downloads,0.03475061976375616,0.207575903305984,3.6427182861256764,0.0010104462229255321,130545.0,2.104221495125933e-12
all_zenodo_downloads,datasets_withDP_downloads,0.04120284926810162,0.207575903305984,3.501707593477368,0.0014645447533384915,129118.5,7.646292417289682e-12
all_zenodo_downloads,datasets_withDP_downloads,0.03820857126447479,0.207575903305984,3.5875483492007754,0.0011948925744679618,129741.0,4.4380897198453186e-12
all_zenodo_downloads,datasets_withDP_downloads,0.03186639345263837,0.207575903305984,3.7305257809172496,0.0008241821266102968,129675.5,4.687629685207249e-12
all_zenodo_downloads,datasets_withDP_downloads,0.031925309086044296,0.207575903305984,3.729407676259022,0.0008267859735217957,129785.0,4.21192471647938e-12
